id,title,year,country,duration,language,rating,revenue,budget
379,Footloose,1984.0,USA,107.0,English,PG,80000000.0,8200000.0
380,Footloose,1984.0,USA,107.0,English,PG,80000000.0,8200000.0
381,Friday the 13th: The Final Chapter,1984.0,USA,97.0,English,R,32600000.0,1800000.0
382,Gremlins,1984.0,USA,106.0,English,PG,148170000.0,11000000.0
383,Indiana Jones and the Temple of Doom,1984.0,USA,118.0,English,PG,179870271.0,28000000.0
384,Once Upon a Time in America,1984.0,Italy,251.0,English,R,5300000.0,30000000.0
385,Police Academy,1984.0,USA,96.0,English,R,81200000.0,4500000.0
386,Red Dawn,1984.0,USA,114.0,English,PG-13,,16900000.0
387,Repo Man,1984.0,USA,92.0,English,R,,1500000.0
388,Sheena,1984.0,UK,117.0,English,PG,,25000000.0
389,Splash,1984.0,USA,111.0,English,PG,69800000.0,8000000.0
390,Star Trek III: The Search for Spock,1984.0,USA,105.0,English,PG,76400000.0,17000000.0
391,The Bounty,1984.0,UK,132.0,English,PG,8600000.0,25000000.0
392,The Cotton Club,1984.0,USA,123.0,English,R,25900000.0,58000000.0
393,The Hotel New Hampshire,1984.0,UK,109.0,English,R,5100000.0,7500000.0
394,The Ice Pirates,1984.0,USA,91.0,English,PG,,9000000.0
395,The Karate Kid,1984.0,USA,126.0,English,PG,90800000.0,8000000.0
396,The Karate Kid,1984.0,USA,126.0,English,PG,90800000.0,8000000.0
397,The NeverEnding Story,1984.0,West Germany,94.0,English,PG,,27000000.0
398,The Terminator,1984.0,UK,107.0,English,R,38400000.0,6500000.0
399,The Toxic Avenger,1984.0,USA,91.0,English,Unrated,,475000.0
400,A Nightmare on Elm Street 2: Freddy's Revenge,1985.0,USA,87.0,English,R,30000000.0,2200000.0
401,A Room with a View,1985.0,UK,117.0,English,Unrated,20966644.0,3000000.0
402,A View to a Kill,1985.0,UK,131.0,English,PG,50300000.0,30000000.0
403,Back to the Future,1985.0,USA,116.0,English,PG,210609762.0,19000000.0
404,Brazil,1985.0,UK,142.0,English,R,9929000.0,15000000.0
405,Commando,1985.0,USA,75.0,English,R,,10000000.0
406,Day of the Dead,1985.0,USA,87.0,English,Unrated,,3500000.0
407,Day of the Dead,1985.0,USA,87.0,English,Unrated,,3500000.0
408,Def-Con 4,1985.0,Canada,88.0,English,R,,1750000.0
409,Friday the 13th: A New Beginning,1985.0,USA,92.0,English,R,21300000.0,2200000.0
410,Invasion U.S.A.,1985.0,USA,107.0,English,R,,10000000.0
411,Krush Groove,1985.0,USA,97.0,English,R,,3000000.0
412,Ladyhawke,1985.0,USA,121.0,English,PG-13,,20000000.0
413,Lifeforce,1985.0,UK,101.0,English,R,,25000000.0
414,Mad Max Beyond Thunderdome,1985.0,Australia,107.0,English,PG-13,36200000.0,12305523.0
415,My Beautiful Laundrette,1985.0,UK,97.0,English,R,,650000.0
416,Out of Africa,1985.0,USA,161.0,English,PG,87100000.0,31000000.0
417,Pale Rider,1985.0,USA,115.0,English,R,41400000.0,6900000.0
418,Rambo: First Blood Part II,1985.0,USA,96.0,English,R,150415432.0,44000000.0
419,Red Sonja,1985.0,Netherlands,89.0,English,PG-13,,17900000.0
420,Return to Oz,1985.0,UK,109.0,English,PG,,25000000.0
421,Silverado,1985.0,USA,133.0,English,PG-13,33200000.0,26000000.0
422,Subway,1985.0,France,98.0,French,R,,17000000.0
423,The Color Purple,1985.0,USA,154.0,English,PG-13,94175854.0,15000000.0
424,The Last Dragon,1985.0,USA,109.0,English,PG-13,33000000.0,10000000.0
425,The Return of the Living Dead,1985.0,USA,108.0,English,R,,4000000.0
426,The Return of the Living Dead,1985.0,USA,108.0,English,R,,4000000.0
427,Witness,1985.0,USA,112.0,English,R,65500000.0,12000000.0
428,Young Sherlock Holmes,1985.0,USA,109.0,English,PG-13,4250320.0,18000000.0
429,9Â½ Weeks,1986.0,USA,112.0,English,R,6734844.0,17000000.0
430,Aliens,1986.0,USA,154.0,English,R,85200000.0,18500000.0
431,April Fool's Day,1986.0,USA,89.0,English,R,12947763.0,5000000.0
432,Big Trouble in Little China,1986.0,USA,99.0,English,PG-13,11100000.0,25000000.0
433,Crocodile Dundee,1986.0,Australia,93.0,English,PG-13,174635000.0,8800000.0
434,Highlander,1986.0,UK,110.0,English,R,5900000.0,16000000.0
435,Howard the Duck,1986.0,USA,110.0,English,PG,16295774.0,35000000.0
436,Invaders from Mars,1986.0,USA,100.0,English,PG,4884663.0,12000000.0
437,Jason Lives: Friday the 13th Part VI,1986.0,USA,86.0,English,R,19472057.0,3000000.0
438,Legal Eagles,1986.0,USA,116.0,English,PG,49851591.0,40000000.0
439,Little Shop of Horrors,1986.0,USA,102.0,English,PG-13,38747385.0,25000000.0
440,Peggy Sue Got Married,1986.0,USA,103.0,English,PG-13,41382841.0,18000000.0
441,Platoon,1986.0,UK,120.0,English,R,137963328.0,6000000.0
442,River's Edge,1986.0,USA,99.0,English,R,4600000.0,1900000.0
443,Salvador,1986.0,UK,122.0,English,R,,4500000.0
444,Shanghai Surprise,1986.0,UK,97.0,English,PG-13,2315683.0,17000000.0
445,She's Gotta Have It,1986.0,USA,88.0,English,R,7137502.0,175000.0
446,Stand by Me,1986.0,USA,89.0,English,R,52287414.0,8000000.0
447,Star Trek IV: The Voyage Home,1986.0,USA,119.0,English,PG,109713132.0,25000000.0
448,The Clan of the Cave Bear,1986.0,USA,98.0,English,R,1953732.0,15000000.0
449,The Color of Money,1986.0,USA,119.0,English,R,52293982.0,13800000.0
450,The Golden Child,1986.0,USA,94.0,English,PG-13,79817937.0,25000000.0
451,The Texas Chainsaw Massacre 2,1986.0,USA,101.0,English,X,8025872.0,4700000.0
452,The Wraith,1986.0,USA,93.0,English,R,3500000.0,2700000.0
453,Top Gun,1986.0,USA,110.0,English,PG,176781728.0,15000000.0
454,Witchboard,1986.0,UK,98.0,English,R,7369373.0,2000000.0
455,3 Men and a Baby,1987.0,USA,102.0,English,PG,167780960.0,11000000.0
456,A Nightmare on Elm Street 3: Dream Warriors,1987.0,USA,88.0,English,X,44793200.0,4500000.0
457,American Ninja 2: The Confrontation,1987.0,USA,90.0,English,R,4000000.0,350000.0
458,Beverly Hills Cop II,1987.0,USA,100.0,English,R,153665036.0,28000000.0
459,Creepshow 2,1987.0,USA,85.0,English,R,14000000.0,3500000.0
460,Cry Freedom,1987.0,UK,147.0,English,PG,5899797.0,29000000.0
461,Evil Dead II,1987.0,USA,37.0,English,X,5923044.0,3600000.0
462,Fatal Attraction,1987.0,USA,119.0,English,R,156645693.0,14000000.0
463,From a Whisper to a Scream,1987.0,USA,92.0,English,R,1400000.0,1100000.0
464,"Good Morning, Vietnam",1987.0,USA,121.0,English,R,123922370.0,13000000.0
465,Hellraiser,1987.0,UK,86.0,English,R,14564027.0,1000000.0
466,Hollywood Shuffle,1987.0,USA,81.0,English,R,5228617.0,100000.0
467,Ishtar,1987.0,USA,107.0,English,PG-13,14375181.0,51000000.0
468,Jaws: The Revenge,1987.0,USA,92.0,English,PG-13,20763013.0,23000000.0
469,La Bamba,1987.0,USA,108.0,English,PG-13,54215416.0,6500000.0
470,Malone,1987.0,USA,92.0,English,R,3060858.0,10000000.0
471,Maurice,1987.0,UK,140.0,English,R,3130592.0,2600000.0
472,Predator,1987.0,USA,107.0,English,R,59735548.0,15000000.0
473,Prison,1987.0,USA,102.0,English,R,354704.0,1300000.0
474,Radio Days,1987.0,USA,88.0,English,PG,14792779.0,16000000.0
475,Spaceballs,1987.0,USA,96.0,English,PG,38119483.0,22700000.0
476,Superman IV: The Quest for Peace,1987.0,UK,134.0,English,PG,15681020.0,17000000.0
477,Teen Wolf Too,1987.0,USA,95.0,English,PG,7888703.0,3000000.0
478,The Barbarians,1987.0,USA,87.0,English,R,800000.0,4000000.0
479,The Brave Little Toaster,1987.0,USA,90.0,English,Not Rated,,2300000.0
480,The Last Emperor,1987.0,China,219.0,English,PG-13,43984230.0,23000000.0
481,The Living Daylights,1987.0,UK,130.0,English,PG,51185897.0,30000000.0
482,The Lost Boys,1987.0,USA,97.0,English,R,32222567.0,
483,The Princess Bride,1987.0,USA,98.0,English,PG,30857814.0,16000000.0
484,The Running Man,1987.0,USA,101.0,English,R,38122105.0,27000000.0
485,The Untouchables,1987.0,USA,119.0,English,R,76270454.0,25000000.0
486,Wall Street,1987.0,USA,126.0,English,R,43848100.0,15000000.0
487,A Nightmare on Elm Street 4: The Dream Master,1988.0,USA,99.0,English,R,49369900.0,7000000.0
488,Action Jackson,1988.0,USA,96.0,English,R,20257000.0,7000000.0
489,Akira,1988.0,Japan,124.0,Japanese,R,439162.0,1100000000.0
490,Beetlejuice,1988.0,USA,92.0,English,PG,73326666.0,15000000.0
491,Big,1988.0,USA,130.0,English,PG,114968774.0,18000000.0
492,Bloodsport,1988.0,USA,92.0,English,R,11806119.0,1100000.0
493,"Bright Lights, Big City",1988.0,USA,107.0,English,R,16118077.0,25000000.0
494,Child's Play,1988.0,USA,87.0,English,R,33244684.0,9000000.0
495,Crocodile Dundee II,1988.0,Australia,108.0,English,PG,109306210.0,15800000.0
496,Dangerous Liaisons,1988.0,USA,119.0,English,R,34700000.0,14000000.0
497,Dangerous Liaisons,1988.0,USA,119.0,English,R,34700000.0,14000000.0
498,Die Hard,1988.0,USA,131.0,English,R,81350242.0,28000000.0
499,Friday the 13th Part VII: The New Blood,1988.0,USA,88.0,English,R,19170001.0,2800000.0
500,Halloween 4: The Return of Michael Myers,1988.0,USA,88.0,English,R,17768000.0,5000000.0
501,Iguana,1988.0,Italy,97.0,English,,,3000000.0
502,Lady in White,1988.0,USA,118.0,English,R,1705139.0,4700000.0
503,Midnight Run,1988.0,USA,126.0,English,R,38413606.0,30000000.0
504,My Stepmother Is an Alien,1988.0,USA,105.0,English,PG-13,13854000.0,20000000.0
505,Mystic Pizza,1988.0,USA,104.0,English,R,12793213.0,6000000.0
506,Phantasm II,1988.0,USA,97.0,English,R,7282851.0,3000000.0
507,Poltergeist III,1988.0,USA,98.0,English,PG-13,14114488.0,10500000.0
508,Rain Man,1988.0,USA,133.0,English,R,172825435.0,25000000.0
509,Rambo III,1988.0,USA,87.0,English,R,53715611.0,63000000.0
510,School Daze,1988.0,USA,121.0,English,R,14545844.0,6500000.0
511,Scrooged,1988.0,USA,101.0,English,PG-13,60328558.0,32000000.0
512,Talk Radio,1988.0,USA,110.0,English,R,3468572.0,4000000.0
513,The Land Before Time,1988.0,USA,69.0,English,G,48092846.0,12500000.0
514,The Last Temptation of Christ,1988.0,USA,164.0,English,R,8373585.0,7000000.0
515,They Live,1988.0,USA,93.0,English,R,13008928.0,4000000.0
516,Twins,1988.0,USA,107.0,English,PG,111936400.0,15000000.0
517,Young Guns,1988.0,USA,107.0,English,R,44726644.0,13000000.0
518,A Nightmare on Elm Street 5: The Dream Child,1989.0,USA,89.0,English,X,22168359.0,8000000.0
519,Back to the Future Part II,1989.0,USA,108.0,English,PG,118500000.0,40000000.0
520,Batman,1989.0,USA,126.0,English,PG-13,251188924.0,35000000.0
521,Bill & Ted's Excellent Adventure,1989.0,USA,90.0,English,PG,40485039.0,10000000.0
522,Black Rain,1989.0,USA,125.0,English,R,45645204.0,30000000.0
523,Born on the Fourth of July,1989.0,USA,145.0,English,R,70001698.0,14000000.0
524,Dead Poets Society,1989.0,USA,128.0,English,PG,95860116.0,16400000.0
525,Do the Right Thing,1989.0,USA,120.0,English,R,27545445.0,6500000.0
526,Driving Miss Daisy,1989.0,USA,99.0,English,PG,106593296.0,7500000.0
527,Friday the 13th Part VIII: Jason Takes Manhattan,1989.0,USA,100.0,English,R,14343976.0,5000000.0
528,Glory,1989.0,USA,122.0,English,R,26830000.0,18000000.0
529,Glory,1989.0,USA,122.0,English,R,26830000.0,18000000.0
530,Halloween 5,1989.0,USA,96.0,English,X,11642254.0,3000000.0
531,Henry V,1989.0,UK,137.0,English,PG-13,10161099.0,9000000.0
532,Indiana Jones and the Last Crusade,1989.0,USA,127.0,English,PG-13,197171806.0,48000000.0
533,Licence to Kill,1989.0,UK,133.0,English,PG-13,34667015.0,32000000.0
534,Major League,1989.0,USA,107.0,English,R,49797148.0,11000000.0
535,New York Stories,1989.0,USA,124.0,English,PG,10763469.0,15000000.0
536,Pet Sematary,1989.0,USA,103.0,English,R,57469179.0,11500000.0
537,Road House,1989.0,USA,114.0,English,R,30050028.0,17000000.0
538,Roger & Me,1989.0,USA,91.0,English,R,6706368.0,160000.0
539,Sea of Love,1989.0,USA,113.0,English,R,58571513.0,19000000.0
540,"Sex, Lies, and Videotape",1989.0,USA,100.0,English,R,24741700.0,1200000.0
541,Star Trek V: The Final Frontier,1989.0,USA,107.0,English,PG,55210049.0,27800000.0
542,Tango & Cash,1989.0,USA,97.0,English,R,63408614.0,55000000.0
543,The Abyss,1989.0,USA,171.0,English,PG-13,54222000.0,69500000.0
544,The Blood of Heroes,1989.0,Australia,90.0,English,R,882290.0,10000000.0
545,The Toxic Avenger Part II,1989.0,USA,96.0,English,R,792966.0,2300000.0
546,Troop Beverly Hills,1989.0,USA,105.0,English,PG,8508843.0,18000000.0
547,UHF,1989.0,USA,150.0,English,PG-13,6157157.0,5000000.0
548,Warlock,1989.0,USA,103.0,English,R,9094451.0,7000000.0
549,We're No Angels,1989.0,USA,106.0,English,PG-13,10555348.0,20000000.0
550,When Harry Met Sally...,1989.0,USA,89.0,English,R,92823600.0,16000000.0
551,Arachnophobia,1990.0,USA,103.0,English,PG-13,53133888.0,31000000.0
552,Back to the Future Part III,1990.0,USA,118.0,English,PG,87666629.0,40000000.0
553,Child's Play 2,1990.0,USA,72.0,English,R,28501605.0,13000000.0
554,Dances with Wolves,1990.0,USA,236.0,English,PG-13,184208848.0,22000000.0
555,Days of Thunder,1990.0,USA,107.0,English,PG-13,82670733.0,60000000.0
556,Dick Tracy,1990.0,USA,105.0,English,PG,103738726.0,100000000.0
557,Die Hard 2,1990.0,USA,124.0,English,R,117541000.0,70000000.0
558,Edward Scissorhands,1990.0,USA,105.0,English,PG-13,56362352.0,20000000.0
559,Flatliners,1990.0,USA,115.0,English,R,61490000.0,26000000.0
560,Ghost,1990.0,USA,127.0,English,PG-13,217631306.0,22000000.0
561,Goodfellas,1990.0,USA,146.0,English,R,46836394.0,25000000.0
562,Gremlins 2: The New Batch,1990.0,USA,106.0,English,PG-13,41482207.0,50000000.0
563,Home Alone,1990.0,USA,103.0,English,PG,285761243.0,18000000.0
564,Kindergarten Cop,1990.0,USA,111.0,English,PG-13,91457688.0,26000000.0
565,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990.0,USA,34.0,English,,333658.0,34000.0
566,Metropolitan,1990.0,USA,98.0,English,PG-13,2938208.0,225000.0
567,Midnight Cabaret,1990.0,USA,94.0,English,R,,
568,Mo' Better Blues,1990.0,USA,129.0,English,R,16153600.0,10000000.0
569,Predator 2,1990.0,USA,103.0,English,R,30669413.0,35000000.0
570,Pretty Woman,1990.0,USA,125.0,English,R,178406268.0,14000000.0
571,Quigley Down Under,1990.0,Australia,119.0,English,PG-13,21413105.0,20000000.0
572,Shipwrecked,1990.0,Norway,92.0,English,PG,,60000000.0
573,Spaced Invaders,1990.0,USA,100.0,English,PG,15369573.0,3000000.0
574,The Adventures of Ford Fairlane,1990.0,USA,104.0,English,R,21413502.0,40000000.0
575,The Godfather: Part III,1990.0,USA,170.0,English,R,66676062.0,54000000.0
576,The Hunt for Red October,1990.0,USA,135.0,English,PG,122012643.0,30000000.0
577,Total Recall,1990.0,USA,113.0,English,R,119412921.0,65000000.0
578,Total Recall,1990.0,USA,113.0,English,R,119412921.0,65000000.0
579,Tremors,1990.0,USA,96.0,English,PG-13,16667084.0,11000000.0
580,Two Evil Eyes,1990.0,Italy,120.0,English,R,349618.0,9000000.0
581,Beastmaster 2: Through the Portal of Time,1991.0,USA,107.0,English,PG-13,869325.0,6000000.0
582,Bill & Ted's Bogus Journey,1991.0,USA,93.0,English,PG,38037513.0,20000000.0
583,Boyz n the Hood,1991.0,USA,112.0,English,R,57504069.0,6000000.0
584,Cape Fear,1991.0,USA,128.0,English,R,79100000.0,35000000.0
585,Double Impact,1991.0,USA,110.0,English,R,30102717.0,15000000.0
586,Flight of the Intruder,1991.0,USA,115.0,English,PG-13,14587732.0,35000000.0
587,Freddy's Dead: The Final Nightmare,1991.0,USA,93.0,English,R,34872293.0,8500000.0
588,Harley Davidson and the Marlboro Man,1991.0,USA,98.0,English,R,7434726.0,23000000.0
589,Hook,1991.0,USA,142.0,English,PG,119654900.0,70000000.0
590,House Party 2,1991.0,USA,94.0,English,R,19281235.0,5000000.0
591,Hudson Hawk,1991.0,USA,100.0,English,R,17218080.0,70000000.0
592,JFK,1991.0,France,206.0,English,R,70405498.0,40000000.0
593,Johnny Suede,1991.0,Switzerland,97.0,English,R,,500000.0
594,My Girl,1991.0,USA,102.0,English,PG-13,59847242.0,16500000.0
595,My Own Private Idaho,1991.0,USA,104.0,English,R,6401336.0,2500000.0
596,Return to the Blue Lagoon,1991.0,USA,102.0,English,PG-13,2807854.0,11000000.0
597,Robin Hood: Prince of Thieves,1991.0,USA,155.0,English,PG-13,165500000.0,48000000.0
598,Showdown in Little Tokyo,1991.0,USA,79.0,English,R,2275557.0,8000000.0
599,Slacker,1991.0,USA,100.0,English,R,1227508.0,23000.0
600,Star Trek VI: The Undiscovered Country,1991.0,USA,110.0,English,PG,74888996.0,30000000.0
601,Stone Cold,1991.0,USA,88.0,English,R,9286314.0,17000000.0
602,Straight Out of Brooklyn,1991.0,USA,91.0,English,R,2712293.0,450000.0
603,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0,USA,88.0,English,PG,78656813.0,25000000.0
604,Terminator 2: Judgment Day,1991.0,USA,153.0,English,R,204843350.0,102000000.0
605,The Addams Family,1991.0,USA,99.0,English,PG-13,113502246.0,38000000.0
606,The Doors,1991.0,USA,140.0,English,R,35183792.0,38000000.0
607,The Fisher King,1991.0,USA,137.0,English,R,41895491.0,24000000.0
608,The Naked Gun 2Â½: The Smell of Fear,1991.0,USA,85.0,English,PG-13,86930411.0,23000000.0
609,The Prince of Tides,1991.0,USA,132.0,English,R,74787599.0,30000000.0
610,The Silence of the Lambs,1991.0,USA,138.0,English,R,130727000.0,19000000.0
611,White Fang,1991.0,USA,107.0,English,PG,34793160.0,14000000.0
612,A Few Good Men,1992.0,USA,138.0,English,R,141340178.0,40000000.0
613,A League of Their Own,1992.0,USA,128.0,English,PG,107458785.0,40000000.0
614,Aladdin,1992.0,USA,90.0,English,G,217350219.0,28000000.0
615,Alien 3,1992.0,USA,145.0,English,R,55473600.0,50000000.0
616,Army of Darkness,1992.0,USA,88.0,English,R,11501093.0,13000000.0
617,Batman Returns,1992.0,USA,126.0,English,PG-13,162831698.0,80000000.0
618,Boomerang,1992.0,USA,117.0,English,R,70100000.0,40000000.0
619,Bram Stoker's Dracula,1992.0,USA,155.0,English,R,82522790.0,40000000.0
620,Death Becomes Her,1992.0,USA,104.0,English,PG-13,58422650.0,55000000.0
621,El Mariachi,1992.0,USA,81.0,Spanish,R,2040920.0,7000.0
622,Fortress,1992.0,Australia,95.0,English,R,6739141.0,8000000.0
623,Glengarry Glen Ross,1992.0,USA,100.0,English,R,10725228.0,12500000.0
624,Hoffa,1992.0,USA,140.0,English,R,24276500.0,35000000.0
625,Home Alone 2: Lost in New York,1992.0,USA,120.0,English,PG,173585516.0,18000000.0
626,Howards End,1992.0,UK,140.0,English,PG,25967000.0,
627,Lethal Weapon 3,1992.0,USA,121.0,English,R,144731527.0,35000000.0
628,Light Sleeper,1992.0,USA,103.0,English,R,1100000.0,5000000.0
629,Malcolm X,1992.0,USA,202.0,English,PG-13,48169908.0,33000000.0
630,Medicine Man,1992.0,USA,106.0,English,PG-13,45500797.0,40000000.0
631,Memoirs of an Invisible Man,1992.0,USA,99.0,English,PG-13,14358033.0,40000000.0
632,My Cousin Vinny,1992.0,USA,120.0,English,R,52929168.0,11000000.0
633,Patriot Games,1992.0,USA,117.0,English,R,83287363.0,45000000.0
634,Radio Flyer,1992.0,USA,114.0,English,PG-13,4651977.0,35000000.0
635,Raising Cain,1992.0,USA,91.0,English,R,21370057.0,12000000.0
636,Reservoir Dogs,1992.0,USA,99.0,English,R,2812029.0,1200000.0
637,Split Second,1992.0,UK,96.0,English,R,5430822.0,7000000.0
638,The Bodyguard,1992.0,USA,129.0,English,R,121945720.0,25000000.0
639,The Crying Game,1992.0,UK,112.0,English,R,62549000.0,2300000.0
640,The Last of the Mohicans,1992.0,USA,117.0,English,R,72455275.0,40000000.0
641,The Lawnmower Man,1992.0,UK,140.0,English,R,32101000.0,10000000.0
642,The Mighty Ducks,1992.0,USA,100.0,English,PG,50752337.0,10000000.0
643,The Muppet Christmas Carol,1992.0,USA,89.0,English,G,27281507.0,12000000.0
644,Unforgiven,1992.0,USA,131.0,English,R,101157447.0,14400000.0
645,Wayne's World,1992.0,USA,94.0,English,PG-13,121697350.0,20000000.0
646,Airborne,1993.0,USA,91.0,English,PG,2850263.0,2600000.0
647,Alive,1993.0,USA,120.0,English,R,36733909.0,32000000.0
648,"Blood In, Blood Out",1993.0,USA,330.0,English,R,4496583.0,35000000.0
649,Cliffhanger,1993.0,USA,124.0,English,R,84049211.0,70000000.0
650,Cool Runnings,1993.0,USA,98.0,English,PG,68856263.0,15000000.0
651,Dazed and Confused,1993.0,USA,102.0,English,R,7993039.0,6900000.0
652,Ed and His Dead Mother,1993.0,USA,93.0,English,PG-13,,1800000.0
653,Excessive Force,1993.0,USA,87.0,English,R,1200000.0,3000000.0
654,Gettysburg,1993.0,USA,271.0,English,PG,10769960.0,25000000.0
655,Groundhog Day,1993.0,USA,101.0,English,PG,70906973.0,14600000.0
656,Hocus Pocus,1993.0,USA,96.0,English,PG,39514713.0,28000000.0
657,Jason Goes to Hell: The Final Friday,1993.0,USA,91.0,English,R,15935068.0,2500000.0
658,Jurassic Park,1993.0,USA,127.0,English,PG-13,356784000.0,63000000.0
659,Killing Zoe,1993.0,France,99.0,English,R,418953.0,1500000.0
660,Last Action Hero,1993.0,USA,130.0,English,PG-13,50016394.0,70000000.0
661,Les visiteurs,1993.0,France,107.0,French,R,700000.0,50000000.0
662,Loaded Weapon 1,1993.0,USA,84.0,English,PG-13,27979400.0,8200000.0
663,Madadayo,1993.0,Japan,134.0,Japanese,,48856.0,11900000.0
664,Menace II Society,1993.0,USA,97.0,English,R,27900000.0,3500000.0
665,Mrs. Doubtfire,1993.0,USA,125.0,English,PG-13,219200000.0,25000000.0
666,Much Ado About Nothing,1993.0,UK,111.0,English,PG-13,22551000.0,8000000.0
667,Nowhere to Run,1993.0,USA,94.0,English,R,22189039.0,15000000.0
668,Only the Strong,1993.0,USA,99.0,English,PG-13,3273588.0,6000000.0
669,Philadelphia,1993.0,USA,125.0,English,PG-13,77324422.0,26000000.0
670,Poetic Justice,1993.0,USA,109.0,English,R,27515786.0,14000000.0
